Mod:Item:MetaData, Localized Name
moreavaritia:balancedinfinitysword, Infinity Sword (Balanced)
mysticalagriculture:storage:0, §eBlock of Inferium Essence
mysticalagriculture:storage:1, §aBlock of Prudentium Essence
mysticalagriculture:storage:2, §6Block of Intermedium Essence
mysticalagriculture:storage:3, §bBlock of Superium Essence
mysticalagriculture:storage:4, §cBlock of Supremium Essence
mysticalagriculture:storage:5, Block of Prosperity
mysticalagriculture:ingot_storage:0, Block of Base Essence
mysticalagriculture:ingot_storage:1, §eBlock of Inferium
mysticalagriculture:ingot_storage:2, §aBlock of Prudentium
mysticalagriculture:ingot_storage:3, §6Block of Intermedium
mysticalagriculture:ingot_storage:4, §bBlock of Superium
mysticalagriculture:ingot_storage:5, §cBlock of Supremium
mysticalagriculture:ingot_storage:6, §dBlock of Soulium
mysticalagriculture:coal_block:0, §eBlock of Inferium Coal
mysticalagriculture:coal_block:1, §aBlock of Prudentium Coal
mysticalagriculture:coal_block:2, §6Block of Intermedium Coal
mysticalagriculture:coal_block:3, §bBlock of Superium Coal
mysticalagriculture:coal_block:4, §cBlock of Supremium Coal
mysticalagriculture:soulstone:0, Soulstone
mysticalagriculture:soulstone:1, Cobbled Soulstone
mysticalagriculture:soulstone:2, Polished Soulstone
mysticalagriculture:soulstone:3, Soulstone Bricks
mysticalagriculture:soulstone:4, Cracked Soulstone Bricks
mysticalagriculture:soulstone:5, Chiseled Soulstone
mysticalagriculture:soulstone:6, Soulstone Slab Block
mysticalagriculture:soulstone_slab:0, Soulstone Slab
mysticalagriculture:cobbled_soulstone_slab:0, Cobbled Soulstone Slab
mysticalagriculture:soulstone_brick_slab:0, Soulstone Brick Slab
mysticalagriculture:cobbled_soulstone_stairs, Cobbled Soulstone Stairs
mysticalagriculture:soulstone_brick_stairs, Soulstone Brick Stairs
mysticalagriculture:cobbled_soulstone_wall, Cobbled Soulstone Wall
mysticalagriculture:soulstone_brick_wall, Soulstone Brick Wall
mysticalagriculture:soul_glass, Soul Glass
mysticalagriculture:soul_glass_pane, Soul Glass Pane
mysticalagriculture:inferium_furnace, §eInferium Furnace
mysticalagriculture:prudentium_furnace, §aPrudentium Furnace
mysticalagriculture:intermedium_furnace, §6Intermedium Furnace
mysticalagriculture:superium_furnace, §bSuperium Furnace
mysticalagriculture:supremium_furnace, §cSupremium Furnace
mysticalagriculture:ultimate_furnace, §8Ultimate Furnace
mysticalagriculture:prosperity_ore, Prosperity Ore
mysticalagriculture:nether_prosperity_ore, Nether Prosperity Ore
mysticalagriculture:end_prosperity_ore, End Prosperity Ore
mysticalagriculture:inferium_ore, §eInferium Ore
mysticalagriculture:nether_inferium_ore, §eNether Inferium Ore
mysticalagriculture:end_inferium_ore, §eEnd Inferium Ore
mysticalagriculture:growth_accelerator, §eGrowth Accelerator
mysticalagriculture:mystical_machine_frame, Mystical Machine Frame
mysticalagriculture:glowstone_lamp, Glowstone Lamp
mysticalagriculture:seed_reprocessor, Seed Reprocessor
mysticalagriculture:inferium_reprocessor, §eInferium Seed Reprocessor
mysticalagriculture:prudentium_reprocessor, §aPrudentium Seed Reprocessor
mysticalagriculture:intermedium_reprocessor, §6Intermedium Seed Reprocessor
mysticalagriculture:superium_reprocessor, §bSuperium Seed Reprocessor
mysticalagriculture:supremium_reprocessor, §cSupremium Seed Reprocessor
mysticalagriculture:ultimate_reprocessor, §8Ultimate Seed Reprocessor
mysticalagriculture:witherproof_block, Witherproof Block
mysticalagriculture:witherproof_glass, Witherproof Glass
mysticalagriculture:tinkering_table:0, Tinkering Table
mysticalagriculture:tinkering_table:1, Tinkering Table
mysticalagriculture:tinkering_table:2, Tinkering Table
mysticalagriculture:tinkering_table:3, Tinkering Table
mysticalagriculture:tinkering_table:4, Tinkering Table
mysticalagriculture:tier1_inferium_crop, Tier 1 Inferium Crop
mysticalagriculture:tier2_inferium_crop, Tier 2 Inferium Crop
mysticalagriculture:tier3_inferium_crop, Tier 3 Inferium Crop
mysticalagriculture:tier4_inferium_crop, Tier 4 Inferium Crop
mysticalagriculture:tier5_inferium_crop, Tier 5 Inferium Crop
mysticalagriculture:stone_crop, Stone Crop
mysticalagriculture:dirt_crop, Dirt Crop
mysticalagriculture:nature_crop, Nature Crop
mysticalagriculture:wood_crop, Wood Crop
mysticalagriculture:water_crop, Water Crop
mysticalagriculture:ice_crop, Ice Crop
mysticalagriculture:fire_crop, Fire Crop
mysticalagriculture:dye_crop, Dye Crop
mysticalagriculture:nether_crop, Nether Crop
mysticalagriculture:coal_crop, Coal Crop
mysticalagriculture:iron_crop, Iron Crop
mysticalagriculture:nether_quartz_crop, Nether Quartz Crop
mysticalagriculture:glowstone_crop, Glowstone Crop
mysticalagriculture:redstone_crop, Redstone Crop
mysticalagriculture:obsidian_crop, Obsidian Crop
mysticalagriculture:gold_crop, Gold Crop
mysticalagriculture:lapis_lazuli_crop, Lapis Lazuli Crop
mysticalagriculture:end_crop, End Crop
mysticalagriculture:experience_crop, Experience Crop
mysticalagriculture:diamond_crop, Diamond Crop
mysticalagriculture:emerald_crop, Emerald Crop
mysticalagriculture:zombie_crop, Zombie Crop
mysticalagriculture:pig_crop, Pig Crop
mysticalagriculture:chicken_crop, Chicken Crop
mysticalagriculture:cow_crop, Cow Crop
mysticalagriculture:sheep_crop, Sheep Crop
mysticalagriculture:slime_crop, Slime Crop
mysticalagriculture:skeleton_crop, Skeleton Crop
mysticalagriculture:creeper_crop, Creeper Crop
mysticalagriculture:spider_crop, Spider Crop
mysticalagriculture:rabbit_crop, Rabbit Crop
mysticalagriculture:guardian_crop, Guardian Crop
mysticalagriculture:blaze_crop, Blaze Crop
mysticalagriculture:ghast_crop, Ghast Crop
mysticalagriculture:enderman_crop, Enderman Crop
mysticalagriculture:wither_skeleton_crop, Wither Skeleton Crop
mysticalagriculture:rubber_crop, Rubber Crop
mysticalagriculture:silicon_crop, Silicon Crop
mysticalagriculture:sulfur_crop, Sulfur Crop
mysticalagriculture:aluminum_crop, Aluminum Crop
mysticalagriculture:copper_crop, Copper Crop
mysticalagriculture:saltpeter_crop, Saltpeter Crop
mysticalagriculture:tin_crop, Tin Crop
mysticalagriculture:bronze_crop, Bronze Crop
mysticalagriculture:brass_crop, Brass Crop
mysticalagriculture:silver_crop, Silver Crop
mysticalagriculture:lead_crop, Lead Crop
mysticalagriculture:graphite_crop, Graphite Crop
mysticalagriculture:steel_crop, Steel Crop
mysticalagriculture:nickel_crop, Nickel Crop
mysticalagriculture:constantan_crop, Constantan Crop
mysticalagriculture:electrum_crop, Electrum Crop
mysticalagriculture:invar_crop, Invar Crop
mysticalagriculture:mithril_crop, Mithril Crop
mysticalagriculture:uranium_crop, Uranium Crop
mysticalagriculture:platinum_crop, Platinum Crop
mysticalagriculture:iridium_crop, Iridium Crop
mysticalagriculture:amber_crop, Amber Crop
mysticalagriculture:blizz_crop, Blizz Crop
mysticalagriculture:blitz_crop, Blitz Crop
mysticalagriculture:basalz_crop, Basalz Crop
mysticalagriculture:signalum_crop, Signalum Crop
mysticalagriculture:lumium_crop, Lumium Crop
mysticalagriculture:enderium_crop, Enderium Crop
mysticalagriculture:aluminum_brass_crop, Aluminum Brass Crop
mysticalagriculture:knightslime_crop, Knightslime Crop
mysticalagriculture:ardite_crop, Ardite Crop
mysticalagriculture:cobalt_crop, Cobalt Crop
mysticalagriculture:manyullyn_crop, Manyullyn Crop
mysticalagriculture:grains_of_infinity_crop, Grains of Infinity Crop
mysticalagriculture:electrical_steel_crop, Electrical Steel Crop
mysticalagriculture:redstone_alloy_crop, Redstone Alloy Crop
mysticalagriculture:conductive_iron_crop, Conductive Iron Crop
mysticalagriculture:soularium_crop, Soularium Crop
mysticalagriculture:dark_steel_crop, Dark Steel Crop
mysticalagriculture:pulsating_iron_crop, Pulsating Iron Crop
mysticalagriculture:energetic_alloy_crop, Energetic Alloy Crop
mysticalagriculture:vibrant_alloy_crop, Vibrant Alloy Crop
mysticalagriculture:end_steel_crop, End Steel Crop
mysticalagriculture:mystical_flower_crop, Mystical Flower Crop
mysticalagriculture:manasteel_crop, Manasteel Crop
mysticalagriculture:elementium_crop, Elementium Crop
mysticalagriculture:terrasteel_crop, Terrasteel Crop
mysticalagriculture:quicksilver_crop, Quicksilver Crop
mysticalagriculture:thaumium_crop, Thaumium Crop
mysticalagriculture:void_metal_crop, Void Metal Crop
mysticalagriculture:uranium_238_crop, Uranium 238 Crop
mysticalagriculture:iridium_ore_crop, Iridium Ore Crop
mysticalagriculture:osmium_crop, Osmium Crop
mysticalagriculture:glowstone_ingot_crop, Glowstone Ingot Crop
mysticalagriculture:refined_obsidian_crop, Refined Obsidian Crop
mysticalagriculture:marble_crop, Marble Crop
mysticalagriculture:steeleaf_crop, Steeleaf Crop
mysticalagriculture:ironwood_crop, Ironwood Crop
mysticalagriculture:knightmetal_crop, Knightmetal Crop
mysticalagriculture:fiery_ingot_crop, Fiery Ingot Crop
mysticalagriculture:aquamarine_crop, Aquamarine Crop
mysticalagriculture:starmetal_crop, Starmetal Crop
mysticalagriculture:rock_crystal_crop, Rock Crystal Crop
mysticalagriculture:yellorium_crop, Yellorium Crop
mysticalagriculture:sky_stone_crop, Sky Stone Crop
mysticalagriculture:certus_quartz_crop, Certus Quartz Crop
mysticalagriculture:fluix_crop, Fluix Crop
mysticalagriculture:miners_torch, Miner's Torch
mysticalagriculture:crafting:0, §eInferium Essence
mysticalagriculture:crafting:1, §aPrudentium Essence
mysticalagriculture:crafting:2, §6Intermedium Essence
mysticalagriculture:crafting:3, §bSuperium Essence
mysticalagriculture:crafting:4, §cSupremium Essence
mysticalagriculture:crafting:5, Prosperity Shard
mysticalagriculture:crafting:6, Nature Cluster
mysticalagriculture:crafting:7, Dye Cluster
mysticalagriculture:crafting:8, Nether Cluster
mysticalagriculture:crafting:9, End Cluster
mysticalagriculture:crafting:10, Mystical Flower Cluster
mysticalagriculture:crafting:14, Blank Record
mysticalagriculture:crafting:15, Blank Skull
mysticalagriculture:crafting:16, Base Crafting Seed
mysticalagriculture:crafting:17, Tier 1 Crafting Seed
mysticalagriculture:crafting:18, Tier 2 Crafting Seed
mysticalagriculture:crafting:19, Tier 3 Crafting Seed
mysticalagriculture:crafting:20, Tier 4 Crafting Seed
mysticalagriculture:crafting:21, Tier 5 Crafting Seed
mysticalagriculture:crafting:22, Mystical Stick
mysticalagriculture:crafting:23, Mystical String
mysticalagriculture:crafting:24, Mystical Feather
mysticalagriculture:crafting:28, Soul Dust
mysticalagriculture:crafting:29, §dSoulium Dust
mysticalagriculture:crafting:32, Base Essence Ingot
mysticalagriculture:crafting:33, §eInferium Ingot
mysticalagriculture:crafting:34, §aPrudentium Ingot
mysticalagriculture:crafting:35, §6Intermedium Ingot
mysticalagriculture:crafting:36, §bSuperium Ingot
mysticalagriculture:crafting:37, §cSupremium Ingot
mysticalagriculture:crafting:38, §dSoulium Ingot
mysticalagriculture:crafting:39, Base Essence Nugget
mysticalagriculture:crafting:40, §eInferium Nugget
mysticalagriculture:crafting:41, §aPrudentium Nugget
mysticalagriculture:crafting:42, §6Intermedium Nugget
mysticalagriculture:crafting:43, §bSuperium Nugget
mysticalagriculture:crafting:44, §cSupremium Nugget
mysticalagriculture:crafting:45, §dSoulium Nugget
mysticalagriculture:crafting:48, Theoretical Infinite Water Source
mysticalagriculture:crafting:50, §eInferium Fertilization Core
mysticalagriculture:crafting:51, §aPrudentium Fertilization Core
mysticalagriculture:crafting:52, §6Intermedium Fertilization Core
mysticalagriculture:crafting:53, §bSuperium Fertilization Core
mysticalagriculture:crafting:54, §cSupremium Fertilization Core
mysticalagriculture:infusion_crystal, Infusion Crystal
mysticalagriculture:master_infusion_crystal, §cMaster Infusion Crystal
mysticalagriculture:core_remover, §cCore Remover
mysticalagriculture:fertilized_essence, §dFertilized Essence
mysticalagriculture:mystical_fertilizer, §dMystical Fertilizer
mysticalagriculture:inferium_apple, §eInferium Apple
mysticalagriculture:prudentium_apple, §aPrudentium Apple
mysticalagriculture:intermedium_apple, §6Intermedium Apple
mysticalagriculture:superium_apple, §bSuperium Apple
mysticalagriculture:supremium_apple, §cSupremium Apple
mysticalagriculture:coal:0, §eInferium Coal
mysticalagriculture:coal:1, §aPrudentium Coal
mysticalagriculture:coal:2, §6Intermedium Coal
mysticalagriculture:coal:3, §bSuperium Coal
mysticalagriculture:coal:4, §cSupremium Coal
mysticalagriculture:watering_can:0, §eInferium Watering Can
mysticalagriculture:watering_can:1, §aPrudentium Watering Can
mysticalagriculture:watering_can:2, §6Intermedium Watering Can
mysticalagriculture:watering_can:3, §bSuperium Watering Can
mysticalagriculture:watering_can:4, §cSupremium Watering Can
mysticalagriculture:soulium_dagger, §dSoulium Dagger
mysticalagriculture:xp_droplet, Experience Droplet
mysticalagriculture:chunk:0, Tier 1 Mob Chunk
mysticalagriculture:chunk:1, Tier 2 Mob Chunk
mysticalagriculture:chunk:2, Tier 3 Mob Chunk
mysticalagriculture:chunk:3, Tier 4 Mob Chunk
mysticalagriculture:chunk:4, Tier 5 Mob Chunk
mysticalagriculture:chunk:5, Experience Chunk
mysticalagriculture:chunk:6, Zombie Chunk
mysticalagriculture:chunk:7, Pig Chunk
mysticalagriculture:chunk:8, Chicken Chunk
mysticalagriculture:chunk:9, Cow Chunk
mysticalagriculture:chunk:10, Sheep Chunk
mysticalagriculture:chunk:11, Slime Chunk
mysticalagriculture:chunk:12, Skeleton Chunk
mysticalagriculture:chunk:13, Creeper Chunk
mysticalagriculture:chunk:14, Spider Chunk
mysticalagriculture:chunk:15, Rabbit Chunk
mysticalagriculture:chunk:16, Guardian Chunk
mysticalagriculture:chunk:17, Blaze Chunk
mysticalagriculture:chunk:18, Ghast Chunk
mysticalagriculture:chunk:19, Enderman Chunk
mysticalagriculture:chunk:20, Wither Skeleton Chunk
mysticalagriculture:chunk:21, Blizz Chunk
mysticalagriculture:chunk:22, Blitz Chunk
mysticalagriculture:chunk:23, Basalz Chunk
mysticalagriculture:stone_essence, Stone Essence
mysticalagriculture:dirt_essence, Dirt Essence
mysticalagriculture:nature_essence, Nature Essence
mysticalagriculture:wood_essence, Wood Essence
mysticalagriculture:water_essence, Water Essence
mysticalagriculture:ice_essence, Ice Essence
mysticalagriculture:fire_essence, Fire Essence
mysticalagriculture:dye_essence, Dye Essence
mysticalagriculture:nether_essence, Nether Essence
mysticalagriculture:coal_essence, Coal Essence
mysticalagriculture:iron_essence, Iron Essence
mysticalagriculture:nether_quartz_essence, Nether Quartz Essence
mysticalagriculture:glowstone_essence, Glowstone Essence
mysticalagriculture:redstone_essence, Redstone Essence
mysticalagriculture:obsidian_essence, Obsidian Essence
mysticalagriculture:gold_essence, Gold Essence
mysticalagriculture:lapis_lazuli_essence, Lapis Lazuli Essence
mysticalagriculture:end_essence, End Essence
mysticalagriculture:experience_essence, Experience Essence
mysticalagriculture:diamond_essence, Diamond Essence
mysticalagriculture:emerald_essence, Emerald Essence
mysticalagriculture:zombie_essence, Zombie Essence
mysticalagriculture:pig_essence, Pig Essence
mysticalagriculture:chicken_essence, Chicken Essence
mysticalagriculture:cow_essence, Cow Essence
mysticalagriculture:sheep_essence, Sheep Essence
mysticalagriculture:slime_essence, Slime Essence
mysticalagriculture:skeleton_essence, Skeleton Essence
mysticalagriculture:creeper_essence, Creeper Essence
mysticalagriculture:spider_essence, Spider Essence
mysticalagriculture:rabbit_essence, Rabbit Essence
mysticalagriculture:guardian_essence, Guardian Essence
mysticalagriculture:blaze_essence, Blaze Essence
mysticalagriculture:ghast_essence, Ghast Essence
mysticalagriculture:enderman_essence, Enderman Essence
mysticalagriculture:wither_skeleton_essence, Wither Skeleton Essence
mysticalagriculture:rubber_essence, Rubber Essence
mysticalagriculture:silicon_essence, Silicon Essence
mysticalagriculture:sulfur_essence, Sulfur Essence
mysticalagriculture:aluminum_essence, Aluminum Essence
mysticalagriculture:copper_essence, Copper Essence
mysticalagriculture:saltpeter_essence, Saltpeter Essence
mysticalagriculture:tin_essence, Tin Essence
mysticalagriculture:bronze_essence, Bronze Essence
mysticalagriculture:brass_essence, Brass Essence
mysticalagriculture:silver_essence, Silver Essence
mysticalagriculture:lead_essence, Lead Essence
mysticalagriculture:graphite_essence, Graphite Essence
mysticalagriculture:steel_essence, Steel Essence
mysticalagriculture:nickel_essence, Nickel Essence
mysticalagriculture:constantan_essence, Constantan Essence
mysticalagriculture:electrum_essence, Electrum Essence
mysticalagriculture:invar_essence, Invar Essence
mysticalagriculture:mithril_essence, Mithril Essence
mysticalagriculture:uranium_essence, Uranium Essence
mysticalagriculture:platinum_essence, Platinum Essence
mysticalagriculture:iridium_essence, Iridium Essence
mysticalagriculture:amber_essence, Amber Essence
mysticalagriculture:blizz_essence, Blizz Essence
mysticalagriculture:blitz_essence, Blitz Essence
mysticalagriculture:basalz_essence, Basalz Essence
mysticalagriculture:signalum_essence, Signalum Essence
mysticalagriculture:lumium_essence, Lumium Essence
mysticalagriculture:enderium_essence, Enderium Essence
mysticalagriculture:aluminum_brass_essence, Aluminum Brass Essence
mysticalagriculture:knightslime_essence, Knightslime Essence
mysticalagriculture:ardite_essence, Ardite Essence
mysticalagriculture:cobalt_essence, Cobalt Essence
mysticalagriculture:manyullyn_essence, Manyullyn Essence
mysticalagriculture:grains_of_infinity_essence, Grains of Infinity Essence
mysticalagriculture:electrical_steel_essence, Electrical Steel Essence
mysticalagriculture:redstone_alloy_essence, Redstone Alloy Essence
mysticalagriculture:conductive_iron_essence, Conductive Iron Essence
